tract,med_hh_income,med_hh_income_universe,ami_category,below_med_income,below_60pct_med_income,below_moderate_income,sup_dist,csa,spa,ESRI_OID,Shape__Area,Shape__Length
6037199700,38892,1204,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Wholesale District,SPA 4 - Metro,2347,10410497.46,13808.46324
6037199801,41027,903,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Lincoln Heights,SPA 4 - Metro,2348,3724106.854,9459.391827
6037199802,42500,612,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Lincoln Heights,SPA 4 - Metro,2349,3296128.605,8868.744225
6037199900,37232,845,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Lincoln Heights,SPA 4 - Metro,2350,4782360.923,10141.72802
6037201110,65000,782,Low Income,Yes,No,Yes,District 1,Los Angeles - El Sereno,SPA 4 - Metro,2351,10992458.06,15893.38364
6037201120,78750,1233,Low Income,Yes,No,Yes,District 1,Los Angeles - El Sereno,SPA 4 - Metro,2352,8477293.326,13504.91777
6037201200,49500,776,Very Low Income,Yes,No,Yes,District 1,Los Angeles - El Sereno,SPA 4 - Metro,2353,4612278.714,10208.95052
6037201301,66658,1117,Low Income,Yes,No,Yes,District 1,Los Angeles - El Sereno,SPA 4 - Metro,2354,9414202.778,18595.38854
6037201302,102654,1899,Above Moderate Income,No,No,No,District 1,Los Angeles - Highland Park,SPA 4 - Metro,2355,10671943.71,14894.76655
6037201401,53050,1273,Very Low Income,Yes,No,Yes,District 1,Los Angeles - El Sereno,SPA 4 - Metro,2356,14162701.11,15449.76247
6037201402,54137,1519,Very Low Income,Yes,No,Yes,District 1,Los Angeles - El Sereno,SPA 4 - Metro,2357,20831565.22,18870.58277
6037201501,69153,1536,Low Income,Yes,No,Yes,District 1,Los Angeles - El Sereno,SPA 4 - Metro,2358,9520485.641,14185.08924
6037201503,50344,1025,Very Low Income,Yes,No,Yes,District 1,Los Angeles - El Sereno,SPA 4 - Metro,2359,4712856.253,9121.14428
6037201504,59167,640,Low Income,Yes,No,Yes,District 1,Los Angeles - El Sereno,SPA 4 - Metro,2360,3937450.052,9476.656464
6037201601,47465,759,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - El Sereno,SPA 4 - Metro,2361,5989464.779,10928.04197
6037201602,65625,796,Low Income,Yes,No,Yes,District 1,Los Angeles - El Sereno,SPA 4 - Metro,2362,11481095.91,18567.40448
6037201700,64844,1469,Low Income,Yes,No,Yes,District 1,Los Angeles - University Hills,SPA 4 - Metro,2363,18289606.43,20636.56683
6037203100,39329,1248,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2364,7129819.722,11829.9124
6037203200,57031,1348,Very Low Income,Yes,No,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2365,5493896.245,10209.55033
6037203300,41250,433,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2366,15937496.74,15581.48376
6037203500,40524,981,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Wholesale District,SPA 4 - Metro,2367,17896885.27,18825.82275
6037203601,50345,823,Very Low Income,Yes,No,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2368,3595069.32,12438.14153
6037203602,53333,556,Very Low Income,Yes,No,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2369,2435445.706,6781.753097
6037203710,60978,818,Low Income,Yes,No,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2370,3036028.593,7623.779313
6037203720,48684,988,Very Low Income,Yes,No,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2371,3456064.821,7965.718684
6037203800,45000,1266,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2372,5236904.258,9426.913001
6037203900,59479,705,Low Income,Yes,No,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2373,4820099.333,12064.04431
6037204110,59067,849,Very Low Income,Yes,No,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2374,6496519.905,10204.59609
6037204120,60441,768,Low Income,Yes,No,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2375,2822350.298,6970.228706
6037204200,38919,988,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2376,3242329.508,7623.72919
6037204300,51359,1357,Very Low Income,Yes,No,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2377,6926376.474,10887.97958
6037204410,63214,668,Low Income,Yes,No,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2378,3196327.399,7592.69194
6037204420,32993,871,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2379,3252575.081,7655.412427
6037204600,33587,1144,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2380,6201551.645,12222.88796
6037204700,59735,1237,Low Income,Yes,No,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2381,10907423.23,13331.46153
6037204810,46964,1301,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2382,8327932.845,11953.62
6037204820,49375,517,Very Low Income,Yes,No,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2383,3446622.072,8345.427607
6037204910,40313,968,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2384,5538623.95,9616.40759
6037204920,59345,667,Low Income,Yes,No,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2385,9771951.948,12570.57535
6037205110,47194,833,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2386,2956008.295,9068.867215
6037205120,29804,890,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2387,15952710.96,19218.25358
6037206010,41395,1418,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Wholesale District,SPA 4 - Metro,2388,15714297.73,20599.43119
6037206020,105972,281,Above Moderate Income,No,No,No,District 1,Los Angeles - Wholesale District,SPA 4 - Metro,2389,9395603.394,11938.55636
6037206050,35795,821,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Wholesale District,SPA 4 - Metro,2390,19183090.33,25485.7002
6037402705,78667,868,Low Income,Yes,No,Yes,District 1,City of Pomona,SPA 3 - San Gabriel,2391,9314329.827,12971.27103
6037402706,73784,928,Low Income,Yes,No,Yes,District 1,City of Pomona,SPA 3 - San Gabriel,2392,11470814.47,13790.52151
6037402801,45756,1084,Very Low Income,Yes,Yes,Yes,District 1,City of Pomona,SPA 3 - San Gabriel,2393,19570734.17,22076.28776
6037402803,52857,714,Very Low Income,Yes,No,Yes,District 1,City of Pomona,SPA 3 - San Gabriel,2394,6782161.097,10582.13901
6037402804,51903,954,Very Low Income,Yes,No,Yes,District 1,City of Pomona,SPA 3 - San Gabriel,2395,14173729.1,16157.1581
6037402902,64511,1645,Low Income,Yes,No,Yes,District 1,City of Pomona,SPA 3 - San Gabriel,2396,19841932.17,20582.38302
6037402903,56976,947,Very Low Income,Yes,No,Yes,District 1,City of Pomona,SPA 3 - San Gabriel,2397,17098139.44,16949.88044
6037402904,63929,844,Low Income,Yes,No,Yes,District 1,City of Pomona,SPA 3 - San Gabriel,2398,20545177.44,20768.15254
6037403000,63505,1539,Low Income,Yes,No,Yes,District 1,City of Pomona,SPA 3 - San Gabriel,2399,25935118.1,25674.65416
6037403305,115926,678,Above Moderate Income,No,No,No,District 1,City of Diamond Bar,SPA 3 - San Gabriel,2400,15852928.93,16169.60514
6037403316,82383,2600,Low Income,No,No,Yes,District 1,City of Diamond Bar,SPA 3 - San Gabriel,2401,31227870.43,28407.35141
6037403317,102150,1663,Above Moderate Income,No,No,No,District 1,City of Pomona,SPA 3 - San Gabriel,2402,45249838.15,38495.64754
6037403318,87121,2042,Low Income,No,No,Yes,District 1,City of Pomona,SPA 3 - San Gabriel,2403,36313472.56,30162.66179
6037403319,90053,1632,Low Income,No,No,Yes,District 1,City of Diamond Bar,SPA 3 - San Gabriel,2404,23949384.99,19902.26046
6037403320,126328,1561,Above Moderate Income,No,No,No,District 1,City of Diamond Bar,SPA 3 - San Gabriel,2405,42268290.52,28539.83007
6037403321,109924,1722,Above Moderate Income,No,No,No,District 1,City of Diamond Bar,SPA 3 - San Gabriel,2406,68491573.22,40641.07392
6037403323,83125,1749,Low Income,No,No,Yes,District 1,City of Diamond Bar,SPA 3 - San Gabriel,2407,33794601.77,26854.33916
6037403324,106146,2089,Above Moderate Income,No,No,No,District 1,City of Diamond Bar,SPA 3 - San Gabriel,2408,85652892.21,45729.97643
6037403325,127778,1582,Above Moderate Income,No,No,No,District 1,Unincorporated - Rowland Heights,SPA 3 - San Gabriel,2409,184120306.1,82994.06112
6037403326,74886,670,Low Income,Yes,No,Yes,District 1,City of Diamond Bar,SPA 3 - San Gabriel,2410,20893976.2,27695.63947
6037403327,101705,815,Above Moderate Income,No,No,No,District 1,City of Industry,SPA 3 - San Gabriel,2411,95594101.14,58739.23266
6037403328,89318,1710,Low Income,No,No,Yes,District 1,City of Diamond Bar,SPA 3 - San Gabriel,2412,30156996.16,30930.70102
6037403401,103750,1523,Above Moderate Income,No,No,No,District 1,City of Walnut,SPA 3 - San Gabriel,2413,24291577.82,31329.9466
6037403402,87311,1055,Low Income,No,No,Yes,District 1,City of Walnut,SPA 3 - San Gabriel,2414,18571800.98,17426.78449
6037403403,129569,1704,Above Moderate Income,No,No,No,District 1,City of Walnut,SPA 3 - San Gabriel,2415,42248763.23,42482.96124
6037403404,98173,699,Above Moderate Income,No,No,No,District 1,City of Walnut,SPA 3 - San Gabriel,2416,25501443.04,24508.94091
6037403407,145000,706,Above Moderate Income,No,No,No,District 1,City of Walnut,SPA 3 - San Gabriel,2417,50545933.39,36577.1984
6037403408,102381,2066,Above Moderate Income,No,No,No,District 1,City of Walnut,SPA 3 - San Gabriel,2418,34523037.86,25578.82773
6037403409,102679,1353,Above Moderate Income,No,No,No,District 1,City of Walnut,SPA 3 - San Gabriel,2419,50692519.39,37923.91967
6037403500,101250,562,Above Moderate Income,No,No,No,District 1,Unincorporated - Covina,SPA 3 - San Gabriel,2420,52900904.69,37011.72066
6037403601,94333,2106,Low Income,No,No,Yes,District 1,City of Covina,SPA 3 - San Gabriel,2421,52804692.11,37368.84743
6037403702,113021,1175,Above Moderate Income,No,No,No,District 1,City of Covina,SPA 3 - San Gabriel,2422,18411294.79,18679.93088
6037403703,102344,1460,Above Moderate Income,No,No,No,District 5,City of San Dimas,SPA 3 - San Gabriel,2423,23344441.35,22187.89671
6037403721,64375,1677,Low Income,Yes,No,Yes,District 1,City of Covina,SPA 3 - San Gabriel,2424,20400845.76,20593.09047
6037403722,58995,1597,Very Low Income,Yes,No,Yes,District 1,City of Covina,SPA 3 - San Gabriel,2425,19439753.58,18579.5406
6037403801,73589,2032,Low Income,Yes,No,Yes,District 5,Unincorporated - Covina (Charter Oak),SPA 3 - San Gabriel,2426,20296824.08,21430.16348
6037403802,68750,2050,Low Income,Yes,No,Yes,District 5,Unincorporated - Covina (Charter Oak),SPA 3 - San Gabriel,2427,13957913.56,15924.85067
6037403901,81172,875,Low Income,No,No,Yes,District 5,City of Glendora,SPA 3 - San Gabriel,2428,13577493.94,16931.34091
6037403902,92083,1506,Low Income,No,No,Yes,District 5,City of Glendora,SPA 3 - San Gabriel,2429,22760108.85,18615.39248
6037404000,88681,1281,Low Income,No,No,Yes,District 1,Unincorporated - Azusa,SPA 3 - San Gabriel,2430,14226603.91,16068.91529
6037404100,59750,1446,Low Income,Yes,No,Yes,District 1,Unincorporated - Azusa,SPA 3 - San Gabriel,2431,14636993.53,16139.93707
6037404201,59630,912,Low Income,Yes,No,Yes,District 1,City of Azusa,SPA 3 - San Gabriel,2432,9956456.542,13460.79382
6037404203,68029,791,Low Income,Yes,No,Yes,District 1,Unincorporated - Azusa,SPA 3 - San Gabriel,2433,6947296.411,10555.76688
6037554600,81458,1177,Low Income,No,No,Yes,District 4,City of Norwalk,SPA 7 - East,2434,11352667.3,14455.32165
6037554700,81563,956,Low Income,No,No,Yes,District 4,City of Norwalk,SPA 7 - East,2435,8629341.538,13793.11287
6037554801,62228,739,Low Income,Yes,No,Yes,District 4,City of Artesia,SPA 7 - East,2436,9697516.661,14814.5067
6037554802,92893,1710,Low Income,No,No,Yes,District 4,City of Artesia,SPA 7 - East,2437,16564740.97,19053.25803
6037554900,71122,2045,Low Income,Yes,No,Yes,District 4,City of Artesia,SPA 7 - East,2438,18985472.49,24614.41401
6037555001,70970,1557,Low Income,Yes,No,Yes,District 4,City of Lakewood,SPA 7 - East,2439,13975507.49,17304.57582
6037555002,72946,1193,Low Income,Yes,No,Yes,District 4,City of Lakewood,SPA 7 - East,2440,9811588.183,12787.44547
6037555105,75902,1664,Low Income,Yes,No,Yes,District 4,City of Lakewood,SPA 7 - East,2441,11763459.91,18262.11111
6037555106,60781,922,Low Income,Yes,No,Yes,District 4,City of Hawaiian Gardens,SPA 7 - East,2442,9736114.048,14053.18659
6037555107,78947,1844,Low Income,Yes,No,Yes,District 4,City of Lakewood,SPA 7 - East,2443,13575467.34,17906.14938
6037555202,135833,1104,Above Moderate Income,No,No,No,District 4,City of Long Beach,SPA 8 - South Bay,2444,11900695.84,17416.30523
6037555211,55625,1397,Very Low Income,Yes,No,Yes,District 4,City of Hawaiian Gardens,SPA 7 - East,2445,8568238.059,11592.31336
6037555212,64188,1385,Low Income,Yes,No,Yes,District 4,City of Hawaiian Gardens,SPA 7 - East,2446,8705423.117,14023.78826
6037555300,79704,1011,Low Income,Yes,No,Yes,District 4,City of Norwalk,SPA 7 - East,2447,18377893.74,20436.37235
6037570001,111786,1540,Above Moderate Income,No,No,No,District 4,City of Lakewood,SPA 7 - East,2448,16454104.31,17390.48048
6037570002,98631,792,Above Moderate Income,No,No,No,District 4,City of Lakewood,SPA 7 - East,2449,8380446.007,11629.35018
6037570003,101406,1275,Above Moderate Income,No,No,No,District 4,City of Lakewood,SPA 7 - East,2450,12398713.81,14132.8507
6037570100,84120,699,Low Income,No,No,Yes,District 4,City of Long Beach,SPA 8 - South Bay,2451,12303443.02,14342.92043
6037570202,56375,1730,Very Low Income,Yes,No,Yes,District 4,City of Long Beach,SPA 8 - South Bay,2452,18050068.95,18978.06625
6037570203,46654,1200,Very Low Income,Yes,Yes,Yes,District 4,City of Long Beach,SPA 8 - South Bay,2453,14016477.95,15892.37636
6037570204,49720,1287,Very Low Income,Yes,No,Yes,District 4,City of Long Beach,SPA 8 - South Bay,2454,5895146.222,9702.862491
6037570303,53271,1273,Very Low Income,Yes,No,Yes,District 4,City of Long Beach,SPA 8 - South Bay,2455,6681831.954,11363.10858
6037570304,53778,1443,Very Low Income,Yes,No,Yes,District 4,City of Long Beach,SPA 8 - South Bay,2456,6113943.855,13647.52019
6037570305,41172,1343,Very Low Income,Yes,Yes,Yes,District 4,City of Long Beach,SPA 8 - South Bay,2457,7901710.936,17570.47432
6037570306,52561,892,Very Low Income,Yes,No,Yes,District 4,City of Long Beach,SPA 8 - South Bay,2458,5011419.8,8775.117689
6037570402,74805,999,Low Income,Yes,No,Yes,District 4,City of Long Beach,SPA 8 - South Bay,2459,16425369.46,20070.30238
6037570403,55336,1060,Very Low Income,Yes,No,Yes,District 4,City of Long Beach,SPA 8 - South Bay,2460,6227049.162,10327.23211
6037570404,65130,889,Low Income,Yes,No,Yes,District 4,City of Long Beach,SPA 8 - South Bay,2461,9204178.938,15535.92936
6037570502,72420,1883,Low Income,Yes,No,Yes,District 4,City of Long Beach,SPA 8 - South Bay,2462,21508629.91,19952.34437
6037570503,51820,1212,Very Low Income,Yes,No,Yes,District 4,City of Long Beach,SPA 8 - South Bay,2463,5800067.174,9875.507798
6037570504,52287,997,Very Low Income,Yes,No,Yes,District 4,City of Long Beach,SPA 8 - South Bay,2464,10190243.11,12936.59589
6037570601,60313,1576,Low Income,Yes,No,Yes,District 4,City of Long Beach,SPA 8 - South Bay,2465,8491036.57,12281.2877
6037570602,67548,1715,Low Income,Yes,No,Yes,District 4,City of Long Beach,SPA 8 - South Bay,2466,11244330.82,14070.61589
6037570603,44637,1659,Very Low Income,Yes,Yes,Yes,District 4,City of Long Beach,SPA 8 - South Bay,2467,7901030.301,12102.71628
6037570701,89821,2542,Low Income,No,No,Yes,District 4,City of Lakewood,SPA 7 - East,2468,19193911.96,21014.26691
6037570703,102614,933,Above Moderate Income,No,No,No,District 4,City of Lakewood,SPA 7 - East,2469,9974800.826,13305.07664
6037570800,108485,1662,Above Moderate Income,No,No,No,District 4,City of Lakewood,SPA 7 - East,2470,25706431.95,20305.94371
6037554522,103466,1495,Above Moderate Income,No,No,No,District 4,City of Cerritos,SPA 7 - East,2471,23495020.11,20677.85514
6037570901,102109,1732,Above Moderate Income,No,No,No,District 4,City of Lakewood,SPA 7 - East,2472,19542145.56,18380.01186
6037570902,85964,1137,Low Income,No,No,Yes,District 4,City of Lakewood,SPA 7 - East,2473,11370424.95,14163.3964
6037571000,115000,1814,Above Moderate Income,No,No,No,District 4,City of Lakewood,SPA 7 - East,2474,18914634.79,17770.61072
6037571101,109985,1595,Above Moderate Income,No,No,No,District 4,City of Lakewood,SPA 7 - East,2475,14259406.52,15899.84938
6037571102,123750,1178,Above Moderate Income,No,No,No,District 4,City of Lakewood,SPA 7 - East,2476,13536501.76,15649.40551
6037206051,119453,909,Above Moderate Income,No,No,No,District 1,Los Angeles - Wholesale District,SPA 4 - Metro,2477,40408764.94,29476.26196
6037206052,99241,1645,Above Moderate Income,No,No,No,District 1,Los Angeles - Wholesale District,SPA 4 - Metro,2478,9776925.704,13446.59477
6037206053,28693,1197,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Wholesale District,SPA 4 - Metro,2479,6331758.787,10803.13034
6037206054,39647,621,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Wholesale District,SPA 4 - Metro,2480,4502153.559,9300.340514
6037206201,38786,1240,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Little Tokyo,SPA 4 - Metro,2481,2156821.986,6937.901771
6037206202,12344,1195,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Little Tokyo,SPA 4 - Metro,2482,4114009.19,9646.074276
6037206301,11153,1138,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Wholesale District,SPA 4 - Metro,2483,1467235.076,4941.872097
6037206302,7193,640,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Wholesale District,SPA 4 - Metro,2484,483653.2412,3603.263688
6037206303,4918,564,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Wholesale District,SPA 4 - Metro,2485,4692073.156,10612.52856
6037207101,51544,1742,Very Low Income,Yes,No,Yes,District 1,Los Angeles - Chinatown,SPA 4 - Metro,2486,3165333.106,7693.962372
6037207102,30564,1386,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Chinatown,SPA 4 - Metro,2487,4502100.257,9892.578697
6037207103,33487,925,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Chinatown,SPA 4 - Metro,2488,3388155.936,9522.763573
6037207303,39113,1610,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Downtown,SPA 4 - Metro,2489,1888040.552,5575.259069
6037207304,11430,1698,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Downtown,SPA 4 - Metro,2490,541446.2529,3459.976863
6037207305,72330,640,Low Income,Yes,No,Yes,District 1,Los Angeles - Downtown,SPA 4 - Metro,2491,2182714.78,8262.43864
6037207306,38305,1345,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Downtown,SPA 4 - Metro,2492,1736073.656,5646.000822
6037207307,12283,1142,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Downtown,SPA 4 - Metro,2493,527160.0469,2910.616691
6037207308,93226,830,Low Income,No,No,Yes,District 1,Los Angeles - Downtown,SPA 4 - Metro,2494,492573.751,2815.257443
6037207400,93036,467,Low Income,No,No,Yes,District 1,Los Angeles - Downtown,SPA 4 - Metro,2495,9422939.104,15058.8006
6037207501,71628,1314,Low Income,Yes,No,Yes,District 1,Los Angeles - Downtown,SPA 4 - Metro,2496,1460154.432,4739.840356
6037207502,17989,2297,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Downtown,SPA 4 - Metro,2497,4463490.012,9079.039955
6037207711,121477,1182,Above Moderate Income,No,No,No,District 1,Los Angeles - Downtown,SPA 4 - Metro,2498,7428549.182,14671.25667
6037207712,77213,2534,Low Income,Yes,No,Yes,District 1,Los Angeles - Downtown,SPA 4 - Metro,2499,4383784.372,9437.955472
6037207901,68333,1510,Low Income,Yes,No,Yes,District 1,Los Angeles - Downtown,SPA 4 - Metro,2500,2128884.62,6828.323144
6037207902,106206,3377,Above Moderate Income,No,No,No,District 1,Los Angeles - Downtown,SPA 4 - Metro,2501,7634284.114,11075.60027
6037208001,73553,1152,Low Income,Yes,No,Yes,District 1,Los Angeles - Temple-Beaudry,SPA 4 - Metro,2502,6277025.371,11140.08552
6037208002,37443,1321,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Temple-Beaudry,SPA 4 - Metro,2503,4063649.021,8994.419852
6037208301,50054,579,Very Low Income,Yes,No,Yes,District 1,Los Angeles - Temple-Beaudry,SPA 4 - Metro,2504,1059097.596,5122.536346
6037208302,45194,1875,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Historic Filipinotown,SPA 4 - Metro,2505,4716446.304,9773.07262
6037208401,44943,1523,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Temple-Beaudry,SPA 4 - Metro,2506,2469648.369,6288.091978
6037208402,50446,839,Very Low Income,Yes,No,Yes,District 1,Los Angeles - Historic Filipinotown,SPA 4 - Metro,2507,3704274.592,8618.234565
6037208501,62750,884,Low Income,Yes,No,Yes,District 1,Los Angeles - Historic Filipinotown,SPA 4 - Metro,2508,2614754.837,6561.528141
6037208502,42129,1492,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Temple-Beaudry,SPA 4 - Metro,2509,2796254.319,6766.576918
6037208610,58125,1542,Very Low Income,Yes,No,Yes,District 1,Los Angeles - Historic Filipinotown,SPA 4 - Metro,2510,3802019.996,8257.266395
6037208620,52391,1632,Very Low Income,Yes,No,Yes,District 1,Los Angeles - Temple-Beaudry,SPA 4 - Metro,2511,3490954.759,8191.681167
6037208710,58788,2112,Very Low Income,Yes,No,Yes,District 1,Los Angeles - Westlake,SPA 4 - Metro,2512,1824918.229,5646.281765
6037208720,33458,1544,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Westlake,SPA 4 - Metro,2513,1753988.314,6905.126175
6037208801,40704,1337,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Westlake,SPA 4 - Metro,2514,2902686.711,7792.473191
6037208802,39400,1478,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Westlake,SPA 4 - Metro,2515,2279363.023,7692.527836
6037208902,35313,658,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Westlake,SPA 4 - Metro,2516,1980055.598,5658.493038
6037208903,42285,1083,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Westlake,SPA 4 - Metro,2517,1714545.078,7038.479644
6037208904,22961,1393,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Westlake,SPA 4 - Metro,2518,1224138.453,4504.137119
6037209103,29056,1105,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Westlake,SPA 4 - Metro,2519,1337574.158,4685.369347
6037404301,48772,1340,Very Low Income,Yes,No,Yes,District 1,City of Azusa,SPA 3 - San Gabriel,2520,11991064.21,13912.43624
6037404302,74063,605,Low Income,Yes,No,Yes,District 1,City of Azusa,SPA 3 - San Gabriel,2521,6618697.209,10268.01239
6037404401,73125,1007,Low Income,Yes,No,Yes,District 1,City of Azusa,SPA 3 - San Gabriel,2522,15575096.47,19965.33741
6037404402,65769,1144,Low Income,Yes,No,Yes,District 1,City of Azusa,SPA 3 - San Gabriel,2523,36232074.3,27947.17185
6037404501,56893,699,Very Low Income,Yes,No,Yes,District 1,City of Azusa,SPA 3 - San Gabriel,2524,8564304.777,13739.64305
6037404503,77721,785,Low Income,Yes,No,Yes,District 1,City of Azusa,SPA 3 - San Gabriel,2525,7056612.66,10647.91702
6037404504,58446,1316,Very Low Income,Yes,No,Yes,District 1,City of Azusa,SPA 3 - San Gabriel,2526,7107181.997,10608.75666
6037404600,86250,405,Low Income,No,No,Yes,District 1,City of Irwindale,SPA 3 - San Gabriel,2527,267656400,128183.1697
6037404701,76319,1313,Low Income,Yes,No,Yes,District 1,City of Baldwin Park,SPA 3 - San Gabriel,2528,18209431.4,18131.46396
6037404702,67462,1363,Low Income,Yes,No,Yes,District 1,City of Baldwin Park,SPA 3 - San Gabriel,2529,12499953.1,16182.22787
6037404703,61925,715,Low Income,Yes,No,Yes,District 1,City of Baldwin Park,SPA 3 - San Gabriel,2530,14092403.35,23492.77524
6037404804,67155,1076,Low Income,Yes,No,Yes,District 1,City of Baldwin Park,SPA 3 - San Gabriel,2531,10191726.28,13759.99486
6037404805,49787,737,Very Low Income,Yes,No,Yes,District 1,City of Baldwin Park,SPA 3 - San Gabriel,2532,4861665.609,8754.577215
6037404806,68182,1476,Low Income,Yes,No,Yes,District 1,City of Baldwin Park,SPA 3 - San Gabriel,2533,16506072.07,18910.77634
6037404901,72384,1335,Low Income,Yes,No,Yes,District 1,City of Baldwin Park,SPA 3 - San Gabriel,2534,12261346.62,14494.80118
6037404902,83108,890,Low Income,No,No,Yes,District 1,City of Baldwin Park,SPA 3 - San Gabriel,2535,7467003.619,11500.05563
6037404903,64766,591,Low Income,Yes,No,Yes,District 1,City of Baldwin Park,SPA 3 - San Gabriel,2536,5973562.22,10489.37231
6037405001,74653,1330,Low Income,Yes,No,Yes,District 1,City of Baldwin Park,SPA 3 - San Gabriel,2537,18308765.09,19200.33912
6037405002,63625,738,Low Income,Yes,No,Yes,District 1,City of Baldwin Park,SPA 3 - San Gabriel,2538,9499941.085,12525.37763
6037405101,69867,1284,Low Income,Yes,No,Yes,District 1,City of Baldwin Park,SPA 3 - San Gabriel,2539,12048533.37,14746.61828
6037405102,47500,1406,Very Low Income,Yes,Yes,Yes,District 1,City of Baldwin Park,SPA 3 - San Gabriel,2540,10230304.54,15430.37686
6037405201,63675,1363,Low Income,Yes,No,Yes,District 1,City of Baldwin Park,SPA 3 - San Gabriel,2541,14562064.83,17731.31359
6037405202,66875,1148,Low Income,Yes,No,Yes,District 1,City of Baldwin Park,SPA 3 - San Gabriel,2542,10257609.03,13372.34647
6037405203,76776,693,Low Income,Yes,No,Yes,District 1,City of Baldwin Park,SPA 3 - San Gabriel,2543,7682965.538,13607.06701
6037405301,70476,956,Low Income,Yes,No,Yes,District 1,City of West Covina,SPA 3 - San Gabriel,2544,8901118.332,19148.15382
6037405302,66458,1519,Low Income,Yes,No,Yes,District 1,City of West Covina,SPA 3 - San Gabriel,2545,19352429.78,21880.95601
6037405400,93286,1266,Low Income,No,No,Yes,District 1,Unincorporated - Covina,SPA 3 - San Gabriel,2546,14249791.42,20318.20097
6037405500,65500,1798,Low Income,Yes,No,Yes,District 1,City of West Covina,SPA 3 - San Gabriel,2547,20070042.91,20060.00387
6037405600,85368,1604,Low Income,No,No,Yes,District 1,City of West Covina,SPA 3 - San Gabriel,2548,22900755.59,23550.19411
